Risk factor,Linked disease,Age group,Year,Sex,Attributable deaths
Unsafe sex,Cervical cancer,25–34,2018,Females,16.19562565
Unsafe sex,Cervical cancer,25–34,2018,Persons,16.19562565
Unsafe sex,Cervical cancer,35–44,2003,Females,26.49338745
Unsafe sex,Cervical cancer,35–44,2003,Persons,26.49338745
Unsafe sex,Cervical cancer,35–44,2011,Females,32.15272719
Unsafe sex,Cervical cancer,35–44,2011,Persons,32.15272719
Unsafe sex,Cervical cancer,35–44,2015,Females,26.20077809
Unsafe sex,Cervical cancer,35–44,2015,Persons,26.20077809
Unsafe sex,Cervical cancer,35–44,2018,Females,34.25708831
Unsafe sex,Cervical cancer,35–44,2018,Persons,34.25708831
Unsafe sex,Cervical cancer,45–54,2003,Females,37.44859881
Unsafe sex,Cervical cancer,45–54,2003,Persons,37.44859881
Unsafe sex,Cervical cancer,45–54,2011,Females,32.67095462
Unsafe sex,Cervical cancer,45–54,2011,Persons,32.67095462
Unsafe sex,Cervical cancer,45–54,2015,Females,53.23689354
Unsafe sex,Cervical cancer,45–54,2015,Persons,53.23689354
Unsafe sex,Cervical cancer,45–54,2018,Females,31.25005038
Unsafe sex,Cervical cancer,45–54,2018,Persons,31.25005038
Unsafe sex,Cervical cancer,55–64,2003,Females,39.70980655
Unsafe sex,Cervical cancer,55–64,2003,Persons,39.70980655
Unsafe sex,Cervical cancer,55–64,2011,Females,58.00901399
Unsafe sex,Cervical cancer,55–64,2011,Persons,58.00901399
Unsafe sex,Cervical cancer,55–64,2015,Females,36.6338562
Unsafe sex,Cervical cancer,55–64,2015,Persons,36.6338562
Unsafe sex,Cervical cancer,55–64,2018,Females,44.68982276
Unsafe sex,Cervical cancer,55–64,2018,Persons,44.68982276
Unsafe sex,Cervical cancer,65–84,2003,Females,99.83254044
Unsafe sex,Cervical cancer,65–84,2003,Persons,99.83254044
Unsafe sex,Cervical cancer,65–84,2011,Females,75.23425261
Unsafe sex,Cervical cancer,65–84,2011,Persons,75.23425261
Unsafe sex,Cervical cancer,65–84,2015,Females,93.02276112
Unsafe sex,Cervical cancer,65–84,2015,Persons,93.02276112
Unsafe sex,Cervical cancer,65–84,2018,Females,83.35780192
Unsafe sex,Cervical cancer,65–84,2018,Persons,83.35780192
Unsafe sex,Cervical cancer,85+,2003,Females,24.86230228
Unsafe sex,Cervical cancer,85+,2003,Persons,24.86230228
Unsafe sex,Cervical cancer,85+,2011,Females,27.09634545
Unsafe sex,Cervical cancer,85+,2011,Persons,27.09634545
Unsafe sex,Cervical cancer,85+,2015,Females,17.98248102
Unsafe sex,Cervical cancer,85+,2015,Persons,17.98248102
Unsafe sex,Cervical cancer,85+,2018,Females,25.10474877
Unsafe sex,Cervical cancer,85+,2018,Persons,25.10474877
Unsafe sex,Cervical cancer,Under 15,2003,Females,0
Unsafe sex,Cervical cancer,Under 15,2003,Persons,0
Unsafe sex,Cervical cancer,Under 15,2011,Females,0
Unsafe sex,Cervical cancer,Under 15,2011,Persons,0
Unsafe sex,Cervical cancer,Under 15,2015,Females,0
Unsafe sex,Cervical cancer,Under 15,2015,Persons,0
Unsafe sex,Cervical cancer,Under 15,2018,Females,0
Unsafe sex,Cervical cancer,Under 15,2018,Persons,0
Unsafe sex,Chlamydia,15–24,2003,Females,0
Unsafe sex,Chlamydia,15–24,2003,Males,0
Unsafe sex,Chlamydia,15–24,2003,Persons,0
Unsafe sex,Chlamydia,15–24,2011,Females,0
Unsafe sex,Chlamydia,15–24,2011,Males,0
Unsafe sex,Chlamydia,15–24,2011,Persons,0
Unsafe sex,Chlamydia,15–24,2015,Females,0
Unsafe sex,Chlamydia,15–24,2015,Males,0
Unsafe sex,Chlamydia,15–24,2015,Persons,0
Unsafe sex,Chlamydia,15–24,2018,Females,0
Unsafe sex,Chlamydia,15–24,2018,Males,0
Unsafe sex,Chlamydia,15–24,2018,Persons,0
Unsafe sex,Chlamydia,25–34,2003,Females,0
Unsafe sex,Chlamydia,25–34,2003,Males,0
Unsafe sex,Chlamydia,25–34,2003,Persons,0
Unsafe sex,Chlamydia,25–34,2011,Females,0
Unsafe sex,Chlamydia,25–34,2011,Males,0
Unsafe sex,Chlamydia,25–34,2011,Persons,0
Unsafe sex,Chlamydia,25–34,2015,Females,0
Unsafe sex,Chlamydia,25–34,2015,Males,0
Unsafe sex,Chlamydia,25–34,2015,Persons,0
Unsafe sex,Chlamydia,25–34,2018,Females,0
Unsafe sex,Chlamydia,25–34,2018,Males,0
Unsafe sex,Chlamydia,25–34,2018,Persons,0
Unsafe sex,Chlamydia,35–44,2003,Females,0
Unsafe sex,Chlamydia,35–44,2003,Males,0
Unsafe sex,Chlamydia,35–44,2003,Persons,0
Unsafe sex,Chlamydia,35–44,2011,Females,0
Unsafe sex,Chlamydia,35–44,2011,Males,0
Unsafe sex,Chlamydia,35–44,2011,Persons,0
Unsafe sex,Chlamydia,35–44,2015,Females,0
Unsafe sex,Chlamydia,35–44,2015,Males,0
Unsafe sex,Chlamydia,35–44,2015,Persons,0
Unsafe sex,Chlamydia,35–44,2018,Females,0
Unsafe sex,Chlamydia,35–44,2018,Males,0
Unsafe sex,Chlamydia,35–44,2018,Persons,0
Unsafe sex,Chlamydia,45–54,2003,Females,0
Unsafe sex,Chlamydia,45–54,2003,Males,0
Unsafe sex,Chlamydia,45–54,2003,Persons,0
Unsafe sex,Chlamydia,45–54,2011,Females,0
Unsafe sex,Chlamydia,45–54,2011,Males,0
Unsafe sex,Chlamydia,45–54,2011,Persons,0
Unsafe sex,Chlamydia,45–54,2015,Females,0
Unsafe sex,Chlamydia,45–54,2015,Males,0
Unsafe sex,Chlamydia,45–54,2015,Persons,0
Unsafe sex,Chlamydia,45–54,2018,Females,0
Unsafe sex,Chlamydia,45–54,2018,Males,0
Unsafe sex,Chlamydia,45–54,2018,Persons,0
Unsafe sex,Chlamydia,55–64,2003,Females,0
Unsafe sex,Chlamydia,55–64,2003,Males,0
Unsafe sex,Chlamydia,55–64,2003,Persons,0
Unsafe sex,Chlamydia,55–64,2011,Females,0
Unsafe sex,Chlamydia,55–64,2011,Males,0
Unsafe sex,Chlamydia,55–64,2011,Persons,0
Unsafe sex,Chlamydia,55–64,2015,Females,0
Unsafe sex,Chlamydia,55–64,2015,Males,0
Unsafe sex,Chlamydia,55–64,2015,Persons,0
Unsafe sex,Chlamydia,55–64,2018,Females,0
Unsafe sex,Chlamydia,55–64,2018,Males,0
Unsafe sex,Chlamydia,55–64,2018,Persons,0
Unsafe sex,Chlamydia,65–84,2003,Females,0
Unsafe sex,Chlamydia,65–84,2003,Males,0.00786156
Unsafe sex,Chlamydia,65–84,2003,Persons,0.00786156
Unsafe sex,Chlamydia,65–84,2011,Females,0
Unsafe sex,Chlamydia,65–84,2011,Males,0.006876933
Unsafe sex,Chlamydia,65–84,2011,Persons,0.006876933
Unsafe sex,Chlamydia,65–84,2015,Females,0
Unsafe sex,Chlamydia,65–84,2015,Males,1.009150666
Unsafe sex,Chlamydia,65–84,2015,Persons,1.009150666
Unsafe sex,Chlamydia,65–84,2018,Females,0
Unsafe sex,Chlamydia,65–84,2018,Males,0.004255676
Unsafe sex,Chlamydia,65–84,2018,Persons,0.004255676
Unsafe sex,Chlamydia,85+,2003,Females,0
Unsafe sex,Chlamydia,85+,2003,Males,0
Unsafe sex,Chlamydia,85+,2003,Persons,0
Unsafe sex,Chlamydia,85+,2011,Females,0
Unsafe sex,Chlamydia,85+,2011,Males,0
Unsafe sex,Chlamydia,85+,2011,Persons,0
Unsafe sex,Chlamydia,85+,2015,Females,0
Unsafe sex,Chlamydia,85+,2015,Males,0
Unsafe sex,Chlamydia,85+,2015,Persons,0
Unsafe sex,Chlamydia,85+,2018,Females,0
Unsafe sex,Chlamydia,85+,2018,Males,0
Unsafe sex,Chlamydia,85+,2018,Persons,0
Unsafe sex,Chlamydia,Under 15,2003,Females,0
Unsafe sex,Chlamydia,Under 15,2003,Males,0
Unsafe sex,Chlamydia,Under 15,2003,Persons,0
Unsafe sex,Chlamydia,Under 15,2011,Females,0
Unsafe sex,Chlamydia,Under 15,2011,Males,0
Unsafe sex,Chlamydia,Under 15,2011,Persons,0
Unsafe sex,Chlamydia,Under 15,2015,Females,0
Unsafe sex,Chlamydia,Under 15,2015,Males,0
Unsafe sex,Chlamydia,Under 15,2015,Persons,0
Unsafe sex,Chlamydia,Under 15,2018,Females,0
Unsafe sex,Chlamydia,Under 15,2018,Males,0
Unsafe sex,Chlamydia,Under 15,2018,Persons,0
Unsafe sex,Chronic liver disease,15–24,2003,Females,0.010219962
Unsafe sex,Chronic liver disease,15–24,2003,Males,0.005167193
Unsafe sex,Chronic liver disease,15–24,2003,Persons,0.015387155
Unsafe sex,Chronic liver disease,15–24,2011,Females,0.007024695
Unsafe sex,Chronic liver disease,15–24,2011,Males,0.013872542
Unsafe sex,Chronic liver disease,15–24,2011,Persons,0.020897236
Unsafe sex,Chronic liver disease,15–24,2015,Females,0
Unsafe sex,Chronic liver disease,15–24,2015,Males,0.008001564
Unsafe sex,Chronic liver disease,15–24,2015,Persons,0.008001564
Unsafe sex,Chronic liver disease,15–24,2018,Females,0.008731407
Unsafe sex,Chronic liver disease,15–24,2018,Males,0.017529295
Unsafe sex,Chronic liver disease,15–24,2018,Persons,0.026260702
Unsafe sex,Chronic liver disease,25–34,2003,Females,0.029140252
Unsafe sex,Chronic liver disease,25–34,2003,Males,0.071311922
Unsafe sex,Chronic liver disease,25–34,2003,Persons,0.100452174
Unsafe sex,Chronic liver disease,25–34,2011,Females,0.087795053
Unsafe sex,Chronic liver disease,25–34,2011,Males,0.07578714
Unsafe sex,Chronic liver disease,25–34,2011,Persons,0.163582193
Unsafe sex,Chronic liver disease,25–34,2015,Females,0.098053633
Unsafe sex,Chronic liver disease,25–34,2015,Males,0.130057113
Unsafe sex,Chronic liver disease,25–34,2015,Persons,0.228110746
Unsafe sex,Chronic liver disease,25–34,2018,Females,0.137500521
Unsafe sex,Chronic liver disease,25–34,2018,Males,0.138365453
Unsafe sex,Chronic liver disease,25–34,2018,Persons,0.275865974
Unsafe sex,Chronic liver disease,35–44,2003,Females,0.249221567
Unsafe sex,Chronic liver disease,35–44,2003,Males,0.433715642
Unsafe sex,Chronic liver disease,35–44,2003,Persons,0.682937209
Unsafe sex,Chronic liver disease,35–44,2011,Females,0.342588769
Unsafe sex,Chronic liver disease,35–44,2011,Males,0.50103696
Unsafe sex,Chronic liver disease,35–44,2011,Persons,0.843625729
Unsafe sex,Chronic liver disease,35–44,2015,Females,0.431435122
Unsafe sex,Chronic liver disease,35–44,2015,Males,0.656069175
Unsafe sex,Chronic liver disease,35–44,2015,Persons,1.087504297
Unsafe sex,Chronic liver disease,35–44,2018,Females,0.374667709
Unsafe sex,Chronic liver disease,35–44,2018,Males,0.600362414
Unsafe sex,Chronic liver disease,35–44,2018,Persons,0.975030123
Unsafe sex,Chronic liver disease,45–54,2003,Females,0.33459457
Unsafe sex,Chronic liver disease,45–54,2003,Males,1.182811859
Unsafe sex,Chronic liver disease,45–54,2003,Persons,1.517406429
Unsafe sex,Chronic liver disease,45–54,2011,Females,0.730738131
Unsafe sex,Chronic liver disease,45–54,2011,Males,1.717073637
Unsafe sex,Chronic liver disease,45–54,2011,Persons,2.447811768
Unsafe sex,Chronic liver disease,45–54,2015,Females,0.97259292
Unsafe sex,Chronic liver disease,45–54,2015,Males,2.156283248
Unsafe sex,Chronic liver disease,45–54,2015,Persons,3.128876169
Unsafe sex,Chronic liver disease,45–54,2018,Females,0.996067226
Unsafe sex,Chronic liver disease,45–54,2018,Males,2.235371343
Unsafe sex,Chronic liver disease,45–54,2018,Persons,3.231438569
Unsafe sex,Chronic liver disease,55–64,2003,Females,0.414257016
Unsafe sex,Chronic liver disease,55–64,2003,Males,1.358638783
Unsafe sex,Chronic liver disease,55–64,2003,Persons,1.772895799
Unsafe sex,Chronic liver disease,55–64,2011,Females,0.759740811
Unsafe sex,Chronic liver disease,55–64,2011,Males,2.375316129
Unsafe sex,Chronic liver disease,55–64,2011,Persons,3.13505694
Unsafe sex,Chronic liver disease,55–64,2015,Females,1.49372104
Unsafe sex,Chronic liver disease,55–64,2015,Males,3.786737255
Unsafe sex,Chronic liver disease,55–64,2015,Persons,5.280458295
Unsafe sex,Chronic liver disease,55–64,2018,Females,1.533940751
Unsafe sex,Chronic liver disease,55–64,2018,Males,3.655008843
Unsafe sex,Chronic liver disease,55–64,2018,Persons,5.188949595
Unsafe sex,Chronic liver disease,65–84,2003,Females,1.121916744
Unsafe sex,Chronic liver disease,65–84,2003,Males,2.205335139
Unsafe sex,Chronic liver disease,65–84,2003,Persons,3.327251882
Unsafe sex,Chronic liver disease,65–84,2011,Females,1.498587493
Unsafe sex,Chronic liver disease,65–84,2011,Males,3.353199409
Unsafe sex,Chronic liver disease,65–84,2011,Persons,4.851786902
Unsafe sex,Chronic liver disease,65–84,2015,Females,2.277936508
Unsafe sex,Chronic liver disease,65–84,2015,Males,4.424177374
Unsafe sex,Chronic liver disease,65–84,2015,Persons,6.702113881
Unsafe sex,Chronic liver disease,65–84,2018,Females,2.788702289
Unsafe sex,Chronic liver disease,65–84,2018,Males,5.332551503
Unsafe sex,Chronic liver disease,65–84,2018,Persons,8.121253792
Unsafe sex,Chronic liver disease,85+,2003,Females,0.257842878
Unsafe sex,Chronic liver disease,85+,2003,Males,0.237770679
Unsafe sex,Chronic liver disease,85+,2003,Persons,0.495613557
Unsafe sex,Chronic liver disease,85+,2011,Females,0.495842946
Unsafe sex,Chronic liver disease,85+,2011,Males,0.440483006
Unsafe sex,Chronic liver disease,85+,2011,Persons,0.936325952
Unsafe sex,Chronic liver disease,85+,2015,Females,0.662572649
Unsafe sex,Chronic liver disease,85+,2015,Males,0.734660635
Unsafe sex,Chronic liver disease,85+,2015,Persons,1.397233284
Unsafe sex,Chronic liver disease,85+,2018,Females,1.04848632
Unsafe sex,Chronic liver disease,85+,2018,Males,0.926880997
Unsafe sex,Chronic liver disease,85+,2018,Persons,1.975367317
Unsafe sex,Gonorrhoea,15–24,2003,Females,0
Unsafe sex,Gonorrhoea,15–24,2003,Males,0
Unsafe sex,Gonorrhoea,15–24,2003,Persons,0
Unsafe sex,Gonorrhoea,15–24,2011,Females,0
Unsafe sex,Gonorrhoea,15–24,2011,Males,0
Unsafe sex,Gonorrhoea,15–24,2011,Persons,0
Unsafe sex,Gonorrhoea,15–24,2015,Females,0
Unsafe sex,Gonorrhoea,15–24,2015,Males,0
Unsafe sex,Gonorrhoea,15–24,2015,Persons,0
Unsafe sex,Gonorrhoea,15–24,2018,Females,0
Unsafe sex,Gonorrhoea,15–24,2018,Males,0
Unsafe sex,Gonorrhoea,15–24,2018,Persons,0
Unsafe sex,Gonorrhoea,25–34,2003,Females,0
Unsafe sex,Gonorrhoea,25–34,2003,Males,0
Unsafe sex,Gonorrhoea,25–34,2003,Persons,0
Unsafe sex,Gonorrhoea,25–34,2011,Females,0
Unsafe sex,Gonorrhoea,25–34,2011,Males,0.001010309
Unsafe sex,Gonorrhoea,25–34,2011,Persons,0.001010309
Unsafe sex,Gonorrhoea,25–34,2015,Females,0
Unsafe sex,Gonorrhoea,25–34,2015,Males,0
Unsafe sex,Gonorrhoea,25–34,2015,Persons,0
Unsafe sex,Gonorrhoea,25–34,2018,Females,0
Unsafe sex,Gonorrhoea,25–34,2018,Males,0.003393414
Unsafe sex,Gonorrhoea,25–34,2018,Persons,0.003393414
Unsafe sex,Gonorrhoea,35–44,2003,Females,0
Unsafe sex,Gonorrhoea,35–44,2003,Males,0.002020619
Unsafe sex,Gonorrhoea,35–44,2003,Persons,0.002020619
Unsafe sex,Gonorrhoea,35–44,2011,Females,0
Unsafe sex,Gonorrhoea,35–44,2011,Males,0.004403723
Unsafe sex,Gonorrhoea,35–44,2011,Persons,0.004403723
Unsafe sex,Gonorrhoea,35–44,2015,Females,0
Unsafe sex,Gonorrhoea,35–44,2015,Males,0.008398397
Unsafe sex,Gonorrhoea,35–44,2015,Persons,0.008398397
Unsafe sex,Gonorrhoea,35–44,2018,Females,0
Unsafe sex,Gonorrhoea,35–44,2018,Males,0.002663116
Unsafe sex,Gonorrhoea,35–44,2018,Persons,0.002663116
Unsafe sex,Gonorrhoea,45–54,2003,Females,0
Unsafe sex,Gonorrhoea,45–54,2003,Males,0
Unsafe sex,Gonorrhoea,45–54,2003,Persons,0
Unsafe sex,Gonorrhoea,45–54,2011,Females,0
Unsafe sex,Gonorrhoea,45–54,2011,Males,0
Unsafe sex,Gonorrhoea,45–54,2011,Persons,0
Unsafe sex,Gonorrhoea,45–54,2015,Females,0
Unsafe sex,Gonorrhoea,45–54,2015,Males,0
Unsafe sex,Gonorrhoea,45–54,2015,Persons,0
Unsafe sex,Gonorrhoea,45–54,2018,Females,0
Unsafe sex,Gonorrhoea,45–54,2018,Males,0
Unsafe sex,Gonorrhoea,45–54,2018,Persons,0
Unsafe sex,Gonorrhoea,55–64,2003,Females,0
Unsafe sex,Gonorrhoea,55–64,2003,Males,0
Unsafe sex,Gonorrhoea,55–64,2003,Persons,0
Unsafe sex,Gonorrhoea,55–64,2011,Females,0
Unsafe sex,Gonorrhoea,55–64,2011,Males,0
Unsafe sex,Gonorrhoea,55–64,2011,Persons,0
Unsafe sex,Gonorrhoea,55–64,2015,Females,0
Unsafe sex,Gonorrhoea,55–64,2015,Males,0
Unsafe sex,Gonorrhoea,55–64,2015,Persons,0
Unsafe sex,Gonorrhoea,55–64,2018,Females,0
Unsafe sex,Gonorrhoea,55–64,2018,Males,0
Unsafe sex,Gonorrhoea,55–64,2018,Persons,0
Unsafe sex,Gonorrhoea,65–84,2003,Females,0
Unsafe sex,Gonorrhoea,65–84,2003,Males,0
Unsafe sex,Gonorrhoea,65–84,2003,Persons,0
Unsafe sex,Gonorrhoea,65–84,2011,Females,0
Unsafe sex,Gonorrhoea,65–84,2011,Males,0
Unsafe sex,Gonorrhoea,65–84,2011,Persons,0
Unsafe sex,Gonorrhoea,65–84,2015,Females,0
Unsafe sex,Gonorrhoea,65–84,2015,Males,0
Unsafe sex,Gonorrhoea,65–84,2015,Persons,0
Unsafe sex,Gonorrhoea,65–84,2018,Females,0
Unsafe sex,Gonorrhoea,65–84,2018,Males,0
Unsafe sex,Gonorrhoea,65–84,2018,Persons,0
Unsafe sex,Gonorrhoea,85+,2003,Females,0
Unsafe sex,Gonorrhoea,85+,2003,Males,0
Unsafe sex,Gonorrhoea,85+,2003,Persons,0
Unsafe sex,Gonorrhoea,85+,2011,Females,0
Unsafe sex,Gonorrhoea,85+,2011,Males,0
