Risk factor,Linked disease,Year,Sex,Attributable deaths,Deaths,Percent deaths
Tobacco use,Influenza,2015,Persons,1.32903472,309.2591395,0.42974792
Tobacco use,Influenza,2018,Females,0.267741378,84.62108999,0.316400295
Tobacco use,Influenza,2018,Males,0.23790701,70.86723673,0.335708039
Tobacco use,Influenza,2018,Persons,0.505648389,155.4883267,0.325200225
Tobacco use,Kidney cancer,2003,Females,38.52375025,316.4154025,12.17505531
Tobacco use,Kidney cancer,2003,Males,132.726401,507.4062255,26.15781879
Tobacco use,Kidney cancer,2003,Persons,171.2501512,823.8216279,20.78728519
Tobacco use,Kidney cancer,2011,Females,44.5241349,326.4489029,13.63892925
Tobacco use,Kidney cancer,2011,Males,139.2098059,586.5289012,23.73451771
Tobacco use,Kidney cancer,2011,Persons,183.7339408,912.9778041,20.12468869
Tobacco use,Kidney cancer,2015,Females,46.54851777,341.1965496,13.64272817
Tobacco use,Kidney cancer,2015,Males,139.3473604,628.8772167,22.15811874
Tobacco use,Kidney cancer,2015,Persons,185.8958782,970.0737662,19.16306621
Tobacco use,Kidney cancer,2018,Females,43.62905503,315.5021375,13.8284499
Tobacco use,Kidney cancer,2018,Males,125.6470861,614.7604434,20.43838173
Tobacco use,Kidney cancer,2018,Persons,169.2761412,930.262581,18.19659789
Tobacco use,Laryngeal cancer,2003,Females,25.86153255,27.5951883,93.71754333
Tobacco use,Laryngeal cancer,2003,Males,161.54096,205.1500807,78.7428206
Tobacco use,Laryngeal cancer,2003,Persons,187.4024925,232.745269,80.51828222
Tobacco use,Laryngeal cancer,2011,Females,32.10010992,32.93639105,97.46092056
Tobacco use,Laryngeal cancer,2011,Males,143.4058773,187.0357111,76.67299276
Tobacco use,Laryngeal cancer,2011,Persons,175.5059872,219.9721022,79.78556618
Tobacco use,Laryngeal cancer,2015,Females,25.79823717,26.52838307,97.24768034
Tobacco use,Laryngeal cancer,2015,Males,146.3194405,196.3506541,74.51945664
Tobacco use,Laryngeal cancer,2015,Persons,172.1176777,222.8790372,77.22470444
Tobacco use,Laryngeal cancer,2018,Females,23.27460335,23.81208606,97.74281552
Tobacco use,Laryngeal cancer,2018,Males,126.774861,174.4195356,72.68386573
Tobacco use,Laryngeal cancer,2018,Persons,150.0494644,198.2316216,75.69401045
Tobacco use,Lip and oral cavity cancer,2003,Females,86.79905768,157.3794813,55.15271555
Tobacco use,Lip and oral cavity cancer,2003,Males,180.849335,280.1032321,64.56524391
Tobacco use,Lip and oral cavity cancer,2003,Persons,267.6483927,437.4827135,61.17919279
Tobacco use,Lip and oral cavity cancer,2011,Females,91.21832543,154.5118847,59.03644605
Tobacco use,Lip and oral cavity cancer,2011,Males,185.7319844,306.3262059,60.63209115
Tobacco use,Lip and oral cavity cancer,2011,Persons,276.9503098,460.8380906,60.09709602
Tobacco use,Lip and oral cavity cancer,2015,Females,106.7463871,184.7473116,57.77967007
Tobacco use,Lip and oral cavity cancer,2015,Males,220.1261224,371.4005436,59.26919769
Tobacco use,Lip and oral cavity cancer,2015,Persons,326.8725095,556.1478551,58.77439002
Tobacco use,Lip and oral cavity cancer,2018,Females,114.4308195,195.5495313,58.51756266
Tobacco use,Lip and oral cavity cancer,2018,Males,202.1008013,355.901517,56.78559705
Tobacco use,Lip and oral cavity cancer,2018,Persons,316.5316209,551.4510483,57.39976773
Tobacco use,Liver cancer,2003,Females,47.97288096,299.5597335,16.01446242
Tobacco use,Liver cancer,2003,Males,185.5114695,635.3327356,29.19910452
Tobacco use,Liver cancer,2003,Persons,233.4843505,934.8924691,24.97446051
Tobacco use,Liver cancer,2011,Females,82.2272218,458.6703978,17.92730078
Tobacco use,Liver cancer,2011,Males,264.5894594,1011.656845,26.15407199
Tobacco use,Liver cancer,2011,Persons,346.8166812,1470.327242,23.58772056
Tobacco use,Liver cancer,2015,Females,106.8577632,611.0574379,17.4873517
Tobacco use,Liver cancer,2015,Males,292.432976,1223.6621,23.89818038
Tobacco use,Liver cancer,2015,Persons,399.2907393,1834.719538,21.76303958
Tobacco use,Liver cancer,2018,Females,117.3969059,691.9449669,16.96622008
Tobacco use,Liver cancer,2018,Males,328.5690048,1457.652918,22.54096298
Tobacco use,Liver cancer,2018,Persons,445.9659107,2149.597885,20.74648071
Tobacco use,Lower respiratory infections,2003,Females,237.5698819,2137.872127,11.11244582
Tobacco use,Lower respiratory infections,2003,Males,340.4071596,1656.499939,20.54978401
Tobacco use,Lower respiratory infections,2003,Persons,577.9770415,3794.372066,15.23248199
Tobacco use,Lower respiratory infections,2011,Females,159.2714519,1505.266928,10.58094408
Tobacco use,Lower respiratory infections,2011,Males,191.7238937,1257.191969,15.25016851
Tobacco use,Lower respiratory infections,2011,Persons,350.9953456,2762.458897,12.70590292
Tobacco use,Lower respiratory infections,2015,Females,190.4994154,1962.784429,9.705569933
Tobacco use,Lower respiratory infections,2015,Males,252.9887311,1493.3075,16.94150274
Tobacco use,Lower respiratory infections,2015,Persons,443.4881465,3456.09193,12.83207031
Tobacco use,Lower respiratory infections,2018,Females,171.9601611,1971.951141,8.720305361
Tobacco use,Lower respiratory infections,2018,Males,232.9623023,1651.404773,14.10691709
Tobacco use,Lower respiratory infections,2018,Persons,404.9224634,3623.355915,11.17534333
Tobacco use,Lung cancer,2003,Females,2011.474816,2619.910255,76.77647785
Tobacco use,Lung cancer,2003,Males,4047.731918,4683.551112,86.42442071
Tobacco use,Lung cancer,2003,Persons,6059.206734,7303.461367,82.96349401
Tobacco use,Lung cancer,2011,Females,2583.038457,3278.682586,78.78281565
Tobacco use,Lung cancer,2011,Males,4342.003476,5162.499489,84.10661319
Tobacco use,Lung cancer,2011,Persons,6925.041933,8441.182074,82.03876983
Tobacco use,Lung cancer,2015,Females,2806.282046,3595.638499,78.046835
Tobacco use,Lung cancer,2015,Males,4251.852253,5164.795534,82.32372849
Tobacco use,Lung cancer,2015,Persons,7058.134299,8760.434033,80.56831742
Tobacco use,Lung cancer,2018,Females,2931.558183,3779.2495,77.5698504
Tobacco use,Lung cancer,2018,Males,4199.678034,5210.84775,80.59490961
Tobacco use,Lung cancer,2018,Persons,7131.236217,8990.09725,79.32323777
Tobacco use,Multiple sclerosis,2003,Females,5.671351725,73.77590791,7.687267951
Tobacco use,Multiple sclerosis,2003,Males,3.780922539,36.93108219,10.2377789
Tobacco use,Multiple sclerosis,2003,Persons,9.452274263,110.7069901,8.53810067
Tobacco use,Multiple sclerosis,2011,Females,7.012255912,108.1063983,6.486439308
Tobacco use,Multiple sclerosis,2011,Males,3.985064304,50.05034056,7.962112264
Tobacco use,Multiple sclerosis,2011,Persons,10.99732022,158.1567388,6.953431322
Tobacco use,Multiple sclerosis,2015,Females,7.321120765,131.2770464,5.576847563
Tobacco use,Multiple sclerosis,2015,Males,4.187723861,57.5713733,7.273969024
Tobacco use,Multiple sclerosis,2015,Persons,11.50884463,188.8484197,6.094223421
Tobacco use,Multiple sclerosis,2018,Females,6.014831062,120.7772069,4.980104454
Tobacco use,Multiple sclerosis,2018,Males,3.358630428,49.98141362,6.719758777
Tobacco use,Multiple sclerosis,2018,Persons,9.37346149,170.7586205,5.489304997
Tobacco use,Nasopharyngeal cancer,2003,Females,12.37648475,23.36945727,52.96008633
Tobacco use,Nasopharyngeal cancer,2003,Males,17.22280079,29.77250329,57.84801035
Tobacco use,Nasopharyngeal cancer,2003,Persons,29.59928553,53.14196057,55.69852
Tobacco use,Nasopharyngeal cancer,2011,Females,8.313732777,16.01824604,51.9016424
Tobacco use,Nasopharyngeal cancer,2011,Males,20.28373515,37.26688984,54.42830148
Tobacco use,Nasopharyngeal cancer,2011,Persons,28.59746793,53.28513588,53.66875294
Tobacco use,Nasopharyngeal cancer,2015,Females,11.68660738,23.93220768,48.83213256
Tobacco use,Nasopharyngeal cancer,2015,Males,30.42393693,56.76360847,53.597609
Tobacco use,Nasopharyngeal cancer,2015,Persons,42.1105443,80.69581615,52.18429692
Tobacco use,Nasopharyngeal cancer,2018,Females,10.21664798,19.1354822,53.3911185
Tobacco use,Nasopharyngeal cancer,2018,Males,31.56171255,57.96537776,54.44924846
Tobacco use,Nasopharyngeal cancer,2018,Persons,41.77836053,77.10085996,54.18663366
Tobacco use,Oesophageal cancer,2003,Females,224.0649819,382.5924543,58.56492448
Tobacco use,Oesophageal cancer,2003,Males,471.8011178,784.5741286,60.13467697
Tobacco use,Oesophageal cancer,2003,Persons,695.8660997,1167.166583,59.62011849
Tobacco use,Oesophageal cancer,2011,Females,221.7489995,358.0437707,61.93348905
Tobacco use,Oesophageal cancer,2011,Males,531.1425552,930.3922743,57.08802297
Tobacco use,Oesophageal cancer,2011,Persons,752.8915548,1288.436045,58.43453059
Tobacco use,Oesophageal cancer,2015,Females,238.3455678,388.1521554,61.40518982
Tobacco use,Oesophageal cancer,2015,Males,517.7300653,961.6901222,53.83543549
Tobacco use,Oesophageal cancer,2015,Persons,756.0756331,1349.842278,56.01214643
Tobacco use,Oesophageal cancer,2018,Females,227.7687237,367.7579121,61.93441833
Tobacco use,Oesophageal cancer,2018,Males,524.4092299,1018.526228,51.48706195
Tobacco use,Oesophageal cancer,2018,Persons,752.1779536,1386.28414,54.25857022
Tobacco use,Other cardiovascular diseases,2003,Females,82.99019741,1073.592557,7.730139041
Tobacco use,Other cardiovascular diseases,2003,Males,115.3006464,808.0827944,14.26841991
Tobacco use,Other cardiovascular diseases,2003,Persons,198.2908438,1881.675352,10.53799443
Tobacco use,Other cardiovascular diseases,2011,Females,70.62253856,1015.859288,6.952000083
Tobacco use,Other cardiovascular diseases,2011,Males,101.3476557,849.9625975,11.92377829
Tobacco use,Other cardiovascular diseases,2011,Persons,171.9701942,1865.821886,9.21686017
Tobacco use,Other cardiovascular diseases,2015,Females,74.82152704,1130.240621,6.619964426
Tobacco use,Other cardiovascular diseases,2015,Males,115.0962383,979.2567568,11.75342805
Tobacco use,Other cardiovascular diseases,2015,Persons,189.9177654,2109.497378,9.002986558
Tobacco use,Other cardiovascular diseases,2018,Females,73.77380611,1171.555853,6.297079725
Tobacco use,Other cardiovascular diseases,2018,Males,98.08639466,948.9588143,10.33621198
Tobacco use,Other cardiovascular diseases,2018,Persons,171.8602008,2120.514668,8.104645697
Tobacco use,Other leukaemias,2003,Females,4.003671536,92.50854086,4.327893942
Tobacco use,Other leukaemias,2003,Males,24.6104068,111.2326055,22.12517336
Tobacco use,Other leukaemias,2003,Persons,28.61407833,203.7411463,14.0443297
Tobacco use,Other leukaemias,2011,Females,6.55506541,124.6423261,5.259100673
Tobacco use,Other leukaemias,2011,Males,34.09613697,159.2488925,21.41059597
Tobacco use,Other leukaemias,2011,Persons,40.65120238,283.8912186,14.31928842
Tobacco use,Other leukaemias,2015,Females,6.82819013,134.4899838,5.077099376
Tobacco use,Other leukaemias,2015,Males,34.46396222,176.9257182,19.47934002
Tobacco use,Other leukaemias,2015,Persons,41.29215235,311.415702,13.25949594
Tobacco use,Other leukaemias,2018,Females,6.462934386,128.1100094,5.044831715
Tobacco use,Other leukaemias,2018,Males,37.05071629,208.3359151,17.78412343
Tobacco use,Other leukaemias,2018,Persons,43.51365067,336.4459245,12.93332673
Tobacco use,Other respiratory disease,2003,Females,119.4088883,540.8003033,22.08003353
Tobacco use,Other respiratory disease,2003,Males,106.8311429,446.6167187,23.92009488
Tobacco use,Other respiratory disease,2003,Persons,226.2400312,987.4170221,22.91230819
Tobacco use,Other respiratory disease,2011,Females,173.8353286,680.9848191,25.52704902
Tobacco use,Other respiratory disease,2011,Males,108.2346327,465.4778203,23.25237166
Tobacco use,Other respiratory disease,2011,Persons,282.0699613,1146.462639,24.60350225
Tobacco use,Other respiratory disease,2015,Females,152.1736764,601.0716567,25.31706073
Tobacco use,Other respiratory disease,2015,Males,90.61575214,431.4144227,21.00434
Tobacco use,Other respiratory disease,2015,Persons,242.7894285,1032.486079,23.51503167
Tobacco use,Other respiratory disease,2018,Females,152.2386899,609.9406828,24.95958938
Tobacco use,Other respiratory disease,2018,Males,89.90416057,457.5884597,19.64738373
Tobacco use,Other respiratory disease,2018,Persons,242.1428504,1067.529143,22.68255177
Tobacco use,Otitis media,2003,Females,0,2.346758914,0
Tobacco use,Otitis media,2003,Males,0.074342801,4.467927088,1.663921543
Tobacco use,Otitis media,2003,Persons,0.074342801,6.814686002,1.090920423
Tobacco use,Otitis media,2011,Females,0,2.527180192,0
Tobacco use,Otitis media,2011,Males,0.001161807,2.537104106,0.045792633
Tobacco use,Otitis media,2011,Persons,0.001161807,5.064284298,0.022941184
Tobacco use,Otitis media,2015,Females,0,1.469888762,0
Tobacco use,Otitis media,2015,Males,0.000561338,1.540644392,0.036435262
Tobacco use,Otitis media,2015,Persons,0.000561338,3.010533154,0.018645794
Tobacco use,Otitis media,2018,Females,0,5.571693979,0
Tobacco use,Otitis media,2018,Males,0.000422085,5.526453235,0.007637545
Tobacco use,Otitis media,2018,Persons,0.000422085,11.09814721,0.003803206
Tobacco use,Pancreatic cancer,2003,Females,222.0989775,970.5433784,22.88398256
Tobacco use,Pancreatic cancer,2003,Males,288.6935734,973.9754478,29.64074444
Tobacco use,Pancreatic cancer,2003,Persons,510.7925509,1944.518826,26.26832633
Tobacco use,Pancreatic cancer,2011,Females,308.621692,1226.983775,25.15287473
Tobacco use,Pancreatic cancer,2011,Males,340.6154968,1274.683735,26.72156924
Tobacco use,Pancreatic cancer,2011,Persons,649.2371888,2501.66751,25.95217734
Tobacco use,Pancreatic cancer,2015,Females,341.3036145,1358.058499,25.13173143
Tobacco use,Pancreatic cancer,2015,Males,355.8781613,1461.937488,24.34291235
Tobacco use,Pancreatic cancer,2015,Persons,697.1817758,2819.995987,24.72279319
Tobacco use,Pancreatic cancer,2018,Females,366.3248177,1497.102291,24.46892373
Tobacco use,Pancreatic cancer,2018,Males,373.9600622,1641.659443,22.77939336
Tobacco use,Pancreatic cancer,2018,Persons,740.2848799,3138.761734,23.58525249
Tobacco use,Peripheral vascular disease,2003,Females,18.78910172,485.3480055,3.871263816
Tobacco use,Peripheral vascular disease,2003,Males,32.58305452,379.9959786,8.574578774
Tobacco use,Peripheral vascular disease,2003,Persons,51.37215624,865.3439841,5.936616789
Tobacco use,Peripheral vascular disease,2011,Females,14.91561411,376.5464618,3.961161669
Tobacco use,Peripheral vascular disease,2011,Males,23.54464922,367.1240909,6.413267285
Tobacco use,Peripheral vascular disease,2011,Persons,38.46026333,743.6705527,5.171680281
Tobacco use,Peripheral vascular disease,2015,Females,14.32072942,417.286769,3.431867599
Tobacco use,Peripheral vascular disease,2015,Males,24.70827804,377.0723294,6.552662743
Tobacco use,Peripheral vascular disease,2015,Persons,39.02900746,794.3590984,4.913270023
Tobacco use,Peripheral vascular disease,2018,Females,15.10619527,444.5609206,3.398003417
Tobacco use,Peripheral vascular disease,2018,Males,27.74633212,461.6887132,6.009748847
Tobacco use,Peripheral vascular disease,2018,Persons,42.85252739,906.2496338,4.728556657
Tobacco use,Prostate cancer,2003,Males,198.2885203,2896.643112,6.845459129
Tobacco use,Prostate cancer,2003,Persons,198.2885203,2896.643112,6.845459129
Tobacco use,Prostate cancer,2011,Males,218.7321076,3367.935668,6.4945453
Tobacco use,Prostate cancer,2011,Persons,218.7321076,3367.935668,6.4945453
Tobacco use,Prostate cancer,2015,Males,189.4557312,3231.208431,5.863308891
Tobacco use,Prostate cancer,2015,Persons,189.4557312,3231.208431,5.863308891
Tobacco use,Prostate cancer,2018,Males,176.8203717,3393.872475,5.209988677
Tobacco use,Prostate cancer,2018,Persons,176.8203717,3393.872475,5.209988677
Tobacco use,Rheumatoid arthritis,2003,Females,3.708490457,151.3640453,2.450047136
Tobacco use,Rheumatoid arthritis,2003,Males,2.602891953,50.77068644,5.126761396
Tobacco use,Rheumatoid arthritis,2003,Persons,6.31138241,202.1347317,3.122364156
Tobacco use,Rheumatoid arthritis,2011,Females,3.254069862,147.1325455,2.211658781
Tobacco use,Rheumatoid arthritis,2011,Males,1.996054616,54.68387659,3.650170288
Tobacco use,Rheumatoid arthritis,2011,Persons,5.250124478,201.8164221,2.601435712
Tobacco use,Rheumatoid arthritis,2015,Females,3.109446791,163.0889432,1.906595708
Tobacco use,Rheumatoid arthritis,2015,Males,1.724489385,51.98498833,3.317283394
Tobacco use,Rheumatoid arthritis,2015,Persons,4.833936176,215.0739315,2.247569541
Tobacco use,Rheumatoid arthritis,2018,Females,2.884507502,149.2764838,1.93232546
Tobacco use,Rheumatoid arthritis,2018,Males,2.344404185,75.30296982,3.113295784
Tobacco use,Rheumatoid arthritis,2018,Persons,5.228911686,224.5794536,2.328312587
Tobacco use,Stomach cancer,2003,Females,66.24099685,507.0300534,13.06451095
Tobacco use,Stomach cancer,2003,Males,148.0119895,721.864303,20.50412922
Tobacco use,Stomach cancer,2003,Persons,214.2529863,1228.894356,17.4346139
Tobacco use,Stomach cancer,2011,Females,65.10621721,453.4096084,14.35924956
Tobacco use,Stomach cancer,2011,Males,136.470255,745.6913678,18.30117135
Tobacco use,Stomach cancer,2011,Persons,201.5764722,1199.100976,16.81063365
